Team Number,Advisor,Problem,Ranking,Institution ID
Guangzhou,Guogang Liu,B,Honorable Mention,1546
shenyang,Zhijun Gao,A,Successful Participant,33
Mount Vernon,Tyler Skorczewski,B,Successful Participant,131
Hangzhou,Junfeng Lu,B,Honorable Mention,255
Guangzhou,Jiajun Zhang,A,Successful Participant,1315
Guangzhou,Wei hua Mao,A,Honorable Mention,1025
Weihai,Ran Zhang,A,Successful Participant,314
Harbin,Qingwen Zhang,A,Successful Participant,1021
Beijing,Xiaojie Wang,A,Successful Participant,1519
Chongqing,Luosheng Wen,A,Meritorious,231
Qingdao,Bing Chen,A,Successful Participant,1244
Shenyang,Li Yingnan,D,Honorable Mention,347
Bloomington,Kevin M Pilgrim,A,Honorable Mention,1674
Dalian,Wang Jinzhi,D,Successful Participant,263
Hohhot,Zhuang Ma,D,Honorable Mention,1484
Seattle,Wai Lau,A,Successful Participant,817
Bandung,Danang Triantoro Murdiansyah,A,Successful Participant,218
Shantou,Jian Li,B,Meritorious,1390
Tianjin,Xiaowei Chen,A,Honorable Mention,169
Wuhan,Yanbin Tang,A,Successful Participant,202
Xi'an,shibin fu,D,Honorable Mention,598
Jinan,Baodong LIU,D,Successful Participant,1023
Tianjin,Tian Li,B,Successful Participant,526
Beijing,Xuewen Li,A,Successful Participant,894
Beijing,Ping Wang,A,Successful Participant,1497
Wuhan,GuoGuang Yan,A,Successful Participant,457
Xiamen,Longcheng Liu,A,Successful Participant,1250
Guangzhou,Qing Liu,A,Successful Participant,580
Baoding,An Ni,C,Successful Participant,874
Beibei,Lin Wei,B,Successful Participant,294
Hangzhou,Kai Zhou,A,Honorable Mention,1245
Guilin,Yong Ding,A,Successful Participant,1039
Bengbu,Song Zaike,D,Honorable Mention,590
Wuhan,Bo Li,A,Successful Participant,1370
Guangzhou City,weishi jason zheng,A,Successful Participant,960
Nanchang,Zhao Yang,B,Successful Participant,141
Beijing,Guoxing Zhao,A,Honorable Mention,1156
Xiamen,Yunfeng Wu,A,Honorable Mention,1250
Lanzhou,ZhengQiang Zhang,A,Honorable Mention,643
HARBIN,ZHEN BIN GAO,B,Meritorious,1041
Beijing,xiaofan He,B,Successful Participant,1322
Guangzhou,Xinshu Tu,A,Successful Participant,1644
Beijing,Hao Jiang,A,Successful Participant,1190
Chongqing,Chunde Yang,A,Successful Participant,362
Nanjing,Lianzu Jiao,A,Successful Participant,730
Loudi,Xing Yu,A,Honorable Mention,168
Beijing,Yin Chen,A,Meritorious,876
Guangzhou,Jia Cai,A,Honorable Mention,193
Chengdu,Mingqi Li,A,Honorable Mention,917
Ganzhou,Huabiao Yan,A,Successful Participant,712
Fuzhou,Zhixiong Lin,A,Successful Participant,872
Beijing,Wen Ye,B,Successful Participant,1519
Harbin,Liu Fengqiu,A,Successful Participant,855
Shanghai,Yanqin Bai,A,Honorable Mention,704
Shanghai,Xiying Yuan,D,Honorable Mention,704
Tianjin,Wang Shou Xiang,B,Honorable Mention,1416
Shanghai,Yuandi Wang,B,Meritorious,474
Beijing,Dehe Wang,A,Successful Participant,660
Guangzhou,Peixing Li,A,Successful Participant,1616
Tangshan,Li Lihong,A,Successful Participant,268
Guangzhou,Taishan Zeng,A,Honorable Mention,103
Wuhan,Chongchao Huang,A,Honorable Mention,36
Hohhot,Yang Liu,A,Successful Participant,1484
Dalian,Wang lidong,D,Successful Participant,263
Baoding,Guozhu Ning,A,Honorable Mention,1193
Chongqing,Bin Xu,C,Honorable Mention,231
Yantai,Qinghua Li,A,Successful Participant,93
Beijing,Lei Zhang,A,Honorable Mention,132
Wuhan,Hongkun Chen,A,Successful Participant,731
Changsha,Qunyi Zhou,A,Successful Participant,431
Shanghai,YongChao Zhang,A,Honorable Mention,624
Qingdao,Ruikun Zhang,A,Meritorious,332
Luoyang,Xinqian Wu,B,Successful Participant,537
Tangshan,Yang Yanmei,B,Successful Participant,268
Xiâ€™an,Yong Shao,B,Successful Participant,502
Beijing,Guoguang Wen,A,Honorable Mention,613
Changzhou,Xiucong Gu,B,Successful Participant,489
Zhengzhou,Zongtao Zhang,A,Successful Participant,9
Haikou,Yan Zhang,B,Meritorious,616
Xi'an,Supei Zheng,A,Honorable Mention,703
Chengdu,Jingkun Liang,B,Successful Participant,1359
FoShan,Min Na Chen,A,Successful Participant,1386
Hangzhou,Zhao Heng,D,Honorable Mention,255
Guangzhou,Wei-neng Chen,B,Successful Participant,1506
Xi'an,Yanping Cao,C,Successful Participant,1662
Dalian,Mingsong Cheng,A,Successful Participant,640
Caldwell,Dave Rosoff,B,Successful Participant,397
Taiyuan,Bo Yang,B,Successful Participant,1059
Nanjing,Xu Jin,D,Finalist,934
Dalian,Shuqin Yang,A,Meritorious,609
Shenyang,Ying Sheng,A,Successful Participant,566
Chengdu,Yang Weng,D,Honorable Mention,322
Beijing,Heng Liang,A,Successful Participant,951
Pittsburgh,Jonathan E Rubin,C,Successful Participant,850
Qingdao,Weijia Zhao,A,Honorable Mention,729
Shenyang,Jia Zixi,A,Honorable Mention,866
Qingdao,Hua Chen,A,Meritorious,32
Shanghai,Jing Liu,C,Successful Participant,1367
Shenyang,Hao Lina,A,Successful Participant,1494
Anqing,Yongbing Wang,A,Honorable Mention,941
Chengdu,Jianjun Ye,A,Successful Participant,1033
shang hai,lei lu,B,Successful Participant,424
Tianjin,Xiaochen Sun,B,Honorable Mention,1537
Tianjin,Guangshun Shi,A,Successful Participant,169
Xi'an,Fenjin Liu,B,Honorable Mention,703
Hangzhou,Shuyou Zhang,A,Honorable Mention,290
Nanjing,Genhong Ding,D,Successful Participant,520
Bellingham,Tjalling Ypma,B,Honorable Mention,442
Beijing,Ruifeng Yue,A,Successful Participant,1299
Beijing,Zheng Chen,B,Meritorious,1191
Tianjin,Xiaowei Chen,A,Successful Participant,169
Harbin,Zhenfeng Shi,A,Successful Participant,1021
Chengdu,Dai Dai,A,Successful Participant,138
Xi'an,Zeng Xiao Long,A,Successful Participant,826
Dalian,Hui Lu,A,Successful Participant,640
Beijing,Junqing Chen,D,Successful Participant,951
Hangzhou,Ming Li,D,Meritorious,986
Chengdu,Li Huang,B,Successful Participant,322
HEFEI,Hou Bo,A,Honorable Mention,351
Hohhot,Zhuang Ma,A,Successful Participant,1484
Lexington,Randall E Cone,B,Successful Participant,1233
Guangzhou,Yongan Tan,A,Honorable Mention,580
Hangzhou,Jianxin Zhu,B,Successful Participant,328
Beijing,Peng Huichun,B,Successful Participant,409
NanChang,Yi Gui Sheng,D,Successful Participant,1642
Ithaca,Alexander Vladimirsky,A,Meritorious,671
Qingdao,Ziku Wu,D,Honorable Mention,250
Taiyuan,Kan He,A,Successful Participant,1326
Beijing,Xiaobing Ma,B,Honorable Mention,1387
Beijing,Fangwen Lu,A,Successful Participant,1190
Beijing,Jianhua Gang,D,Honorable Mention,1190
Beijing,LIQI JIANG,D,Honorable Mention,1127
Lanzhou,SiBei Yang,D,Successful Participant,643
Shanghai,Chengdong Dong,B,Honorable Mention,390
Lanzhou,Yun Wang,A,Honorable Mention,643
guangzhou,changqin huang,D,Successful Participant,1288
Beijng,Yulan Ma,A,Successful Participant,1287
Shenzhen,Wenzhi Wang,C,Successful Participant,551
Chengdu,Liang Li,A,Honorable Mention,917
Suzhou,Jingming Guo,A,Meritorious,1211
CHENGDU,Zhixia Ma,A,Successful Participant,1333
Chengdu,Rui Zhu,A,Successful Participant,322
Harbin,Xilian Wang,B,Successful Participant,1021
Changsha,Suijie Wang,C,Honorable Mention,431
Shanghai,Lingjun Zhou,A,Successful Participant,681
Nanjing,Dan He,A,Honorable Mention,1074
Hohhot,Zhaodong Ding,A,Successful Participant,1484
TianJin,Yu Li,A,Successful Participant,403
Changsha,Dan Wang,A,Honorable Mention,496
Tianjin,Xuemei Sun,A,Successful Participant,569
Harbin,Shuo Shi,B,Successful Participant,1021
Dalian,Ming Zhu,B,Successful Participant,640
Zhengzhou,Jian Gao,D,Successful Participant,9
Guangzhou,Hunan Li,A,Honorable Mention,103
Guangzhou,Zhenglu Jiang,B,Successful Participant,1315
Kaifeng,Chen Zheng,A,Honorable Mention,543
Xin'xiang,Yu Zhang,B,Honorable Mention,1162
Beijing,ZuGuo He,C,Successful Participant,1519
Qingdao,Diankun Wang,A,Successful Participant,250
Wuhan,LI LU,D,Honorable Mention,1124
Beijing,Mingming Wang,D,Honorable Mention,1455
Beijing,Xin Geng Zheng,A,Successful Participant,619
Beijing,Li Cui,C,Successful Participant,1156
Beijing,Ting Li,A,Successful Participant,514
Nanchang,Luo Qingyu,B,Successful Participant,141
Nanjing,Meilin Zhu,B,Meritorious,816
Beijing,Shanghui Jia,D,Successful Participant,29
Beijing,Guoguang Wen,A,Successful Participant,613
Shanghai,Yusheng Li,A,Meritorious,681
Wuhan,ming cheng,B,Successful Participant,41
BeiJing,Bingzhao Li,D,Honorable Mention,31
Wuxi,Manfeng Hu,A,Honorable Mention,641
XI'AN,TONG LIU,A,Successful Participant,511
Tianjin,Liuling Li,D,Successful Participant,169
Shenzhen,Ronghua Li,B,Successful Participant,270
Beijing,Xinchao Zhao,B,Successful Participant,1519
Beijing,Liu Jun,D,Successful Participant,913
Beijing,Liu Yulong,C,Honorable Mention,1414
Chengdu City,Chiyuan Ren,B,Honorable Mention,834
Wuhan,Zhifei Zhang,A,Meritorious,202
Chengdu,Xin Long,B,Successful Participant,486
Wuhan,Liuyi Zhong,A,Honorable Mention,977
Lancaster,Christina M Weaver,B,Successful Participant,223
Wuhan,Wang Lei,A,Successful Participant,1338
Kaifeng,Zhihao Ge,D,Honorable Mention,543
Hangzhou,Zhao Heng,A,Successful Participant,255
Chongqing,Yian Chen,D,Honorable Mention,782
Dalian,Fengqi Li,B,Honorable Mention,640
Ya an,Shiping Du,A,Honorable Mention,679
Guangzhou,Shu long Li,B,Successful Participant,1473
Beijing,Lizhuo Zhang,A,Successful Participant,639
Nanjing,Liyan Wang,A,Honorable Mention,1074
Tianjin,Xiaochen Sun,B,Successful Participant,1537
xinxiang,zhu ke,A,Successful Participant,1109
Xiâ€™an,Wenhui Meng,B,Honorable Mention,502
Zhuhai,Bingshu Xia,A,Successful Participant,191
Beijing,Yingfeng Yu,D,Honorable Mention,3
Ya'an,Shiping Du,B,Successful Participant,833
nanjing,chunyan sun,A,Successful Participant,1457
Guangzhou,Jianchao Chen,A,Meritorious,1001
beijing,Shuyan Cao,A,Successful Participant,1588
Tianjin,Liangfu Lv,A,Honorable Mention,1537
Bejing,Qing Guo,A,Honorable Mention,1379
Changchun,Cao Yang,B,Successful Participant,658
Wuhan,Zhengyang Mei,D,Honorable Mention,202
Chengdu,ZHANG Qiuyan,A,Successful Participant,1648
Beijing,Yun Jun Zhang,D,Honorable Mention,1414
Guangzhou,Zhangjin Wei,A,Successful Participant,845
Beijing,xiting zhang,A,Successful Participant,179
Zhengzhou,Junjie Zhou,A,Successful Participant,9
Taiyuan,shang wei lin,C,Successful Participant,1059
Beijing,Qiyuan Cheng,D,Meritorious,894
Jacksonville,Daniel R Moseley,B,Honorable Mention,1269
Beijing,Shao Linlin,C,Meritorious,1414
Beijing,Gang Liu,A,Successful Participant,1519
Taiyuan,Yuying Li,A,Successful Participant,1326
Changsha,Ziyang Mao,A,Successful Participant,183
Zhan Jiang,Zhi Li,A,Successful Participant,1639
Jinan,BAODONG LIU,A,Meritorious,1349
Tianjin,Zhonghua Wu,A,Meritorious,1331
Xiamen,Baocan Zhang,A,Successful Participant,1173
Beijing,Zhenzhen Chen,C,Successful Participant,1519
Chongqing,Zemin Ren,A,Successful Participant,1536
Beijing,Linlin Shao,A,Honorable Mention,1414
Guangzhou,Li Xia,A,Honorable Mention,193
Qingdao,Mou Haining,A,Honorable Mention,32
Beijing,Ke Zhou,A,Successful Participant,639
Dalian,Linlin Tian,B,Meritorious,640
Hangzhou,Qifan Yang,C,Meritorious,290
Bethlehem,Martin Takac,A,Successful Participant,627
Changsha,Suijie Wang,C,Successful Participant,431
Nanjing,Dan He,A,Successful Participant,1074
Xi'an,Junmin Zhang,B,Successful Participant,450
Chengdu,Zhiyong Wang,C,Honorable Mention,917
Hangzhou,Weimin Wu,A,Meritorious,986
Beijing,Bing Li,D,Successful Participant,1453
Beijing,Yiding Yang,A,Successful Participant,1117
Guangzhou,Guiwu Hu,A,Honorable Mention,193
Shenzhen,Dongsheng Cheng,D,Honorable Mention,506
shenyang,Zhijun Gao,A,Honorable Mention,33
Guangzhou,Peixing Li,A,Honorable Mention,1315
Harbin,Dazhi Zhang,B,Successful Participant,1021
Jinan,Baodong Liu,B,Successful Participant,150
Beijing,Minghui Zhao,A,Successful Participant,1299
Changsha,Zhiming Liu,A,Successful Participant,431
Guangzhou,Jiangtao Ren,D,Successful Participant,1506
Qingdao,Yinpeng Qi,D,Meritorious,39
Nanchang,Weicai Song,B,Successful Participant,805
Shanghai,Hongjuan Zhang,B,Successful Participant,425
chengdu,Ruojin Zhang,A,Honorable Mention,1133
shenyang,Zhongtang Chen,A,Honorable Mention,33
nanjing,congjun zhang,A,Honorable Mention,1457
Nanjing,Weihua Huang,B,Successful Participant,816
Macau,Yong Liang,B,Successful Participant,1258
Wuhan,Aijiao Deng,A,Meritorious,36
Chengdu City,Chiyuan Ren,B,Successful Participant,834
BeiJing,Guolin Sun,A,Successful Participant,1636
Beijing,XUAN LIU,A,Successful Participant,1519
Tianjin,Dian Xin,A,Successful Participant,169
Amherst,Tanya Leise,B,Successful Participant,634
Shanghai,Lianxin Wei,B,Successful Participant,1238
Beijing,Weiyong Yang,A,Honorable Mention,398
Ya an,Shiping Du,A,Successful Participant,679
Chengdu,Honggeng Yang,A,Successful Participant,322
Suzhou,Feng Liu,B,Successful Participant,460
Changchun,Xu Xianghong,A,Successful Participant,658
Changsha,Shengjun Liu,A,Honorable Mention,1378
Changchun,Guo Hua,B,Successful Participant,658
Beijing,Guoqing Zhu,A,Successful Participant,894
Tianjin,Ming Liu,A,Successful Participant,569
Changsha,Dan Wang,D,Successful Participant,183
Qingdao,Jun Liu,A,Successful Participant,32
Chengdu,ChangHong Xue,A,Successful Participant,486
Guangzhou,Qianhua Cai,A,Honorable Mention,103
Beijing,Haiyang Liu,A,Successful Participant,1519
Changchun,Yuecai Han,D,Successful Participant,658
Lexington,Russell Lee Carden,A,Successful Participant,247
Maanshan,Yao Gu,D,Honorable Mention,452
Haikou,Jinsong Li,B,Honorable Mention,616
Tianjin,Ke Chen,A,Honorable Mention,569
Fuzhou,Zurong Xiao,B,Honorable Mention,872
Harbin,Fubin Wang,A,Successful Participant,171
Manchester,Mike Prest,D,Honorable Mention,1275
Shenzhen,xuan zhou,D,Successful Participant,567
Shanghai,Hongtao Lu,A,Honorable Mention,400
Guangzhou,Xiaolong Jiang,A,Successful Participant,1315
Beijing,Mingming Wang,A,Successful Participant,398
SHANGHAI,XIPING LIU,B,Honorable Mention,1075
Nanchang,Chen Qiang,A,Successful Participant,141
Wuhan,Zhuangchu Luo,B,Meritorious,36
ChongQing,FengMin YU,A,Successful Participant,372
HARBIN,Mingda LI,B,Honorable Mention,195
shanghai,xiaomin wang,B,Successful Participant,515
Nanjing,Sihui Wang,D,Meritorious,816
Harbin,Zhanguo Zhang,B,Successful Participant,1260
Beijing,Xiaojun Pei,A,Successful Participant,70
Hefei,Qingwei Guo,C,Honorable Mention,1613
Harbin,Boying Wu,A,Meritorious,1021
Xiangtan,Chengfu Li,B,Successful Participant,1264
Kunming,Hong Wei,A,Successful Participant,827
Dalian,Liu Zixin,A,Honorable Mention,907
Nanjing,Qin LIU,A,Successful Participant,816
Qingdao,Mao-fa Gong,A,Successful Participant,1244
Changsha,Xiangyu Yang,A,Honorable Mention,431
Beijing,Linlin Shao,A,Successful Participant,1414
Hangzhou,Zheyong Qiu,D,Honorable Mention,335
Beijing,Zhenbo Wang,D,Successful Participant,875
Dongguan,Wanyou Cheng,D,Honorable Mention,17
Beijing,Hujiang Yang,A,Meritorious,1519
TianJin,Lin Li,A,Successful Participant,1580
Beijing,Qi'an Guan,C,Successful Participant,1191
Hefei,Bin XU,A,Honorable Mention,776
Xiâ€™an,Ming Gou,A,Successful Participant,502
Kunming,Bo Li,A,Successful Participant,827
Seattle,Eric Bahuaud,B,Honorable Mention,1669
Tianjin,Xianfeng Wang,A,Successful Participant,169
Changchun,Zhu Fukang,A,Successful Participant,658
Salt Lake City,Holly Zullo,C,Honorable Mention,831
Changchun City,Ying Dong,A,Successful Participant,1134
Benxi,Xuesen Yang,A,Successful Participant,368
Beijing,Xiaoguang Lu,B,Meritorious,1018
Xi'an,Huanqin Li,A,Meritorious,598
Pomona,Hubertus F von Bremen,A,Honorable Mention,529
Guangzhou,Hongchu Wang,A,Honorable Mention,103
Beijing,Lei Zhang,A,Successful Participant,132
Wuhan,Qian Lin,A,Successful Participant,1677
Beijing,Heng Liang,A,Honorable Mention,951
Changping,Pan Zhi,A,Honorable Mention,674
Beijing,Zhengyuan Zhu,A,Honorable Mention,1429
Tacoma,Michael Z. Spivey,A,Honorable Mention,1442
Hohhot,Haitao Han,B,Successful Participant,1484
Chongqing,Liyun Su,A,Successful Participant,1116
Lan Zhou,Jie Chang,B,Successful Participant,357
Baoding,Bo Xiong,A,Successful Participant,1307
Wuhan,Yuan Ming Hu,D,Successful Participant,420
Shenzhen,Bing Liang,A,Successful Participant,551
Beijing,Weize Mao,B,Successful Participant,1322
Beijing,Wenbo ZHANG,D,Successful Participant,1519
Changsha,Wei Liu,A,Successful Participant,762
Dezhou,Linlin Zhao,D,Honorable Mention,1148
Baoding,Liu Xiaoxia,D,Honorable Mention,874
Qingdao,Weiguo Li,A,Honorable Mention,331
Beijing,Xujie Jia,B,Successful Participant,619
Shanghai,Jin Liang,A,Successful Participant,681
Tianjin,Shengpeng Li,A,Honorable Mention,629
Guangzhou,CHENG Hui,D,Honorable Mention,1471
Harbin,Xianhua Song,B,Successful Participant,855
Guangzhou,Chaoyong Jin,A,Honorable Mention,1296
Beijing,Jianping Yang,B,Successful Participant,1406
Beijing,Jiahuan Li,C,Honorable Mention,398
Hangzhou,Jianxin Zhu,C,Honorable Mention,187
Chengdu,ZHANG Lifeng,B,Meritorious,1648
Beijing,Wei Fang,A,Successful Participant,70
Changsha,Xiaolin Liang,B,Successful Participant,1595
Beijing,Chao Yu,A,Meritorious,398
Qingdao,Wu Guoli,A,Successful Participant,32
Nanjing,Huikun Jiang,D,Honorable Mention,939
Beijing,Guangyu Ren,A,Successful Participant,660
Chengdu,Namei He,A,Successful Participant,322
Jinan,Bill Sun,A,Successful Participant,366
Georgetown,Homer S White,C,Successful Participant,880
Beijing,Ruifeng Shi,A,Successful Participant,964
Chengdu,Jiangming Sun,A,Honorable Mention,138
Hong Kong,TszShun Chung,D,Successful Participant,581
Nanjing,Yanwen Guo,A,Successful Participant,816
Guangzhou Guangdong China,Minglan Wang,A,Honorable Mention,1361
Tianjin,Xianfeng Wang,A,Successful Participant,158
Guangzhou,Liuqiang Zhong,D,Successful Participant,653
Beijing,Zuguo He,A,Honorable Mention,302
Xi'an,Jiarong Shi,A,Successful Participant,1662
Wuhan,Yuanming Hu,A,Successful Participant,858
Zhengzhou,Zhang Xiaoyong,B,Successful Participant,42
Shanghai,XIYING YUAN,A,Successful Participant,1029
Tianjin,Hongmei Zhao,A,Successful Participant,169
Xiamen,Shixiao Xiao,B,Successful Participant,1173
Harbin,Shuo Shi,B,Honorable Mention,1021
Beijing,Yi Xue,D,Honorable Mention,179
Zhengzhou,Jinrong Li,B,Honorable Mention,9
Shenzhen,Hongya Zhao,A,Successful Participant,551
Beijing,ZhaoXia Tong,A,Successful Participant,1322
Haidian,Zhiming Hu,D,Successful Participant,500
Hangzhou,Hong Shen,A,Honorable Mention,986
SHANGHAI,Zhang Wei,A,Honorable Mention,1329
Urbana,Yuhang Jing,B,Honorable Mention,312
XinXiang,Xingxiao Li,D,Honorable Mention,1103
Xi'an,Quanyi Lv,C,Honorable Mention,790
Dalian,Wang lidong,A,Successful Participant,263
Zibo,Zhenying Liang,A,Successful Participant,352
Chengdu,Miaomiao Chen,B,Successful Participant,917
Luoyang,Xinqian Wu,B,Meritorious,537
Beijing,Hongtao Zhao,A,Successful Participant,1563
Beijing,Shiji Zhou,B,Successful Participant,1322
Beijing,changhua yu,D,Meritorious,639
Guangzhou,Jingheng Cai,D,Meritorious,1315
Shanghai,Xiangtian Dong,B,Successful Participant,624
Guangzhou,Hunan Li,A,Successful Participant,103
Wuhan,Shesheng Zhang,B,Honorable Mention,992
Beijing,Shilin Zhang,A,Honorable Mention,398
shenyang,Fuzhong Wang,C,Successful Participant,33
Bellingham,Tjalling Ypma,A,Successful Participant,442
Hangzhou Zhejiang Province,Minzhi ZHAO,C,Honorable Mention,8
Beijing,Jieying Zhu,C,Successful Participant,639
Xi'an,xu zhu,A,Successful Participant,598
Tianjin,Liuling Li,A,Honorable Mention,169
Guangzhou,Weihong He,B,Successful Participant,1315
Beijing,LUO LIUHONG,A,Successful Participant,1547
Xi'an,Ruilin Wang,B,Honorable Mention,1662
Beijing,Zhiyu Qi,B,Successful Participant,1392
Nanjing,Guoqing Liu,D,Successful Participant,1207
Hangzhou,Rongqi Li,D,Honorable Mention,290
Chengdu,Li Ma,A,Successful Participant,322
Nanning,Lv Yuejin,A,Successful Participant,1240
Beijing,Dongxu Gao,A,Successful Participant,1414
Chengdu,Shaowen Li,D,Meritorious,1098
Tianjin,Xinhe Zhu,B,Successful Participant,91
Harbin,Dongmei Li,A,Successful Participant,855
Beijing,Shuhuan Liu,D,Honorable Mention,521
Beijing,XinYuan Zhao,C,Successful Participant,11
Xi'an,Fang Dai,A,Honorable Mention,911
Zhengzhou,Jianli Cao,A,Successful Participant,693
Shanghai,Shengli Tan,B,Successful Participant,1317
Dalian,Yujie Zhang,A,Successful Participant,600
Shenyang,Yanli Gu,A,Successful Participant,207
Dalian,Xu Yan,B,Successful Participant,636
Fujian,Haizhou Song,A,Honorable Mention,1052
Weihai,Rongning Qu,D,Meritorious,757
Guangzhou,Qing Liu,C,Honorable Mention,580
Nanjing,Chungen Xu,C,Successful Participant,1627
Beijing,WeiXing WU,A,Successful Participant,398
Changsha,Ming Chen,A,Meritorious,1378
Beijing,Hui Hu,D,Honorable Mention,617
Chongqing,Yian Chen,D,Successful Participant,782
Dalian,Fengqi Li,B,Successful Participant,640
Shenyang,Li Yingnan,A,Successful Participant,347
Nanjing,Liyan Wang,A,Successful Participant,1074
Jinan,Dunyou Wang,A,Successful Participant,423
Beijing,Andriy Bolyachevets,D,Successful Participant,722
Weihai,Rongning Qu,A,Successful Participant,757
Tianjin,zhou fang,A,Meritorious,1053
Beijing,Zuoqiang Shi,A,Honorable Mention,951
BEIJING,Ming Zhang,A,Honorable Mention,1440
Jiaozuo City,Junxiang Cheng,B,Successful Participant,1038
Shanghai,Pei Liu,A,Successful Participant,1168
New York,Ivan Corwin,A,Meritorious,359
Hangzhou,Zhiyi TAN,D,Outstanding Winner,290
Beijing,YIHAN WANG,C,Honorable Mention,1191
Kaifeng,Tao Wang,A,Honorable Mention,543
Nanjing,Enshui Chen,C,Honorable Mention,851
Qingdao,Jiang Lingling,A,Successful Participant,32
Beijing,SUMIN - HAO,B,Successful Participant,1183
Yangzhou,XU XIAOHUA,A,Honorable Mention,868
Wuhan,Zhengyang Mei,D,Successful Participant,202
Shanghai,Li Shunbao,B,Successful Participant,1615
Changchun,Song Qinsheng,B,Successful Participant,658
Beijing,Gongtao Wu,A,Honorable Mention,1190
Beijing,Haibin Duan,B,Successful Participant,1566
Harbin,Fuli Li,B,Successful Participant,1021
Beijing,Jian Kuang,A,Successful Participant,1519
Nanjing,Yunjie Chen,C,Successful Participant,66
Tianjin,Jiangtao Xu,B,Honorable Mention,1416
Changsha,Chuanxiu Ma,C,Successful Participant,431
Harbin,Yonggang Ye,A,Successful Participant,676
Zhengzhou,Yuan xun Zheng,A,Honorable Mention,9
Shanghai,Ningkang Jiang,B,Honorable Mention,849
Changsha,Jianmei Shen,B,Successful Participant,431
San Antonio,Hoa Nguyen,B,Meritorious,18
Qingdao,Xiurong Chen,A,Successful Participant,250
Yantai,Chuanjun Chen,A,Honorable Mention,1356
Shenyang,Hao Peifeng,A,Honorable Mention,1482
WuHan,Xu Jianhao,A,Honorable Mention,1061
Tianjin,Liuling Li,A,Honorable Mention,158
Shenyang,Jie Zang,D,Successful Participant,388
Hefei,Huayou Chen,A,Honorable Mention,896
HARBIN,SHU JUAN WANG,C,Successful Participant,1041
GuangZhou,Tan Yang,D,Successful Participant,59
Milligan College,Nathaniel Wentzel,B,Successful Participant,1234
Hanzhong,Jing jing Tian,B,Successful Participant,719
Kunming,Guowu Yuan,D,Successful Participant,999
Shanghai,Chengdong Dong,D,Successful Participant,624
Tianjin,JINGJIE LI,A,Successful Participant,608
Wuhan,Yingdan Wu,A,Honorable Mention,1157
Shanghai,Weidong Liu,A,Honorable Mention,400
Zhuhai,Yuanbiao Zhang,B,Honorable Mention,343
Dalian,Guoyan Chen,D,Successful Participant,609
Shenyang,Jian Li,B,Successful Participant,1037
Xi'an,zhongmeng zhao,D,Meritorious,598
Huizhou,Wenbo Li,A,Successful Participant,1623
Tianjin,Mingchao Li,A,Successful Participant,1416
Beijing,Wei Feng,A,Meritorious,1566
Lanzhou,XingXing Jia,B,Successful Participant,643
Xiangtan,Chengqing Li,A,Honorable Mention,1264
Shanghai,Linfeng Dong,C,Honorable Mention,241
Harbin,Minghui Song,B,Successful Participant,1021
Shenyang,Lianping Yang,B,Honorable Mention,566
Guangzhou,Xiaodong Li,A,Successful Participant,1381
Nanjing,Baocheng Li,A,Successful Participant,1627
Beijing,Guifeng Yan,A,Successful Participant,894
Beijing,Sanxing WU,A,Successful Participant,1322
Xi'an,Jimin Ye,C,Honorable Mention,579
Tianjin,Liuling Li,A,Successful Participant,169
Hangzhou,Yu Peng,B,Honorable Mention,948
Shenyang,Shuxian Miao,A,Honorable Mention,438
Beijing,Ling Zhao,C,Successful Participant,1018
Hangzhou,Xusheng Kang,D,Meritorious,1350
Nankai,jia liu,B,Successful Participant,1062
Tianjin,Zhenglu Yang,D,Meritorious,158
Shenyang,Guisong Chang,D,Honorable Mention,809
beijing,Jing Zhu,A,Successful Participant,1146
Changsha,Dan Wang,D,Honorable Mention,183
Qingdao,Maofa Gong,A,Successful Participant,1244
Tianjin,Guoliang Shi,A,Successful Participant,1537
Luoyang,Xiaoyao JIA,D,Meritorious,537
Beijing,Shao Linlin,A,Successful Participant,1414
Haikou,Xingming Shu,A,Successful Participant,936
Hyderabad,Praveen Paruchuri,A,Honorable Mention,735
Chengdu,Chang Liu,A,Successful Participant,322
Dalian,Shuqin Yang,B,Successful Participant,609
Nanjing,Yan Conghua,A,Successful Participant,893
Hang Zhou,Jianxin Zhu,A,Honorable Mention,80
Beijing,Jing Zhu,B,Honorable Mention,478
Beijing,Yanwen Yan,B,Honorable Mention,1018
Qindao,Shengshan Cao,A,Successful Participant,1650
Nanjing,Liwei Liu,B,Successful Participant,1627
Shenyang,Zhang Yunzhou,A,Meritorious,866
Guangzhou,Zhenhua Zhang,A,Successful Participant,67
Qingdao,Hua Chen,B,Successful Participant,32
shenyang,Enliang Zhao,A,Successful Participant,33
Xi'an,Ma Yuena,A,Successful Participant,1621
Beijing,Xuelin Yong,A,Honorable Mention,964
Beijing,Ning Ma,D,Successful Participant,1018
Zhuhai,Huiyan Zhao,A,Successful Participant,1022
beijing,shijin zhang,A,Successful Participant,99
Huizhou,Fuxing Hu,A,Honorable Mention,1623
Dezhou,Jinchan Wang,D,Honorable Mention,1148
Shanghai,xinbing wang,A,Successful Participant,1321
Baoding,Hongyan Wang,D,Successful Participant,874
Shenzhen,Jue Wang,B,Successful Participant,551
Shanghai,Yanhua Wang,A,Honorable Mention,624
